Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
36;GitLab;Manager, SOX PMO, Business Process;Brasil;29/04 17:00;https://www.linkedin.com/jobs/view/4399487243/;https://media.licdn.com/dms/image/v2/D560BAQEMpW43u_veYQ/company-logo_100_100/company-logo_100_100/0/1707968675381/gitlab_com_logo?e=1779321600&v=beta&t=YCJEUxAtgVJJ3C4ZD72mu8SHGsajqt9ZyeDd02oGmhw;Produtos > Product Manager;https://www.linkedin.com/company/gitlab/about/;IT;Greenhouse;gitlab;1.0;https://www.linkedin.com/jobs/view/4399487243/;https://job-boards.greenhouse.io/gitlab/jobs/8483407002?lever-origin=applied&lever-source=LINKEDIN;Remote;Liderança/Gerência, PMO;30/04/2026;;;;;Brasil;América do Sul
37;Grupo CCR;MOTIVA l ANALISTA IMPLANTAÇÃO E MOBILIZAÇÃO NOVOS NEGÓCIOS SENIOR;Jundiaí (SP);30/04 17:00;https://www.linkedin.com/jobs/view/4407629260/;https://media.licdn.com/dms/image/v2/D4D0BAQFWtcP7GTMmpw/company-logo_100_100/B4DZkwxSpbJAAQ-/0/1757459852285/grupoccroficial_logo?e=1779321600&v=beta&t=2Nx1yrn1Iruk5Ge6SArqnkGVaXv68M52IH3jLBfJ6qs;Advanced > Specialist;https://www.linkedin.com/company/grupo-ccr/about/;IT;Gupy;grupo ccr;3.0;https://www.linkedin.com/jobs/view/4407629260/;https://motiva.gupy.io/job/eyJqb2JJZCI6MTEyMTU0NTQsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;Hybrid;Senior, Associate, Implementação;30/04/2026;Jundiaí;São Paulo;SP;Região Sudeste;Brasil;América do Sul
38;Grupo Viseu;PMO (GESTÃO TI)  PROTHEUS;Sorocaba (SP);30/04 16:00;https://www.linkedin.com/jobs/view/4406720226/;https://media.licdn.com/dms/image/v2/D4E0BAQHsIMmeJYegcQ/company-logo_100_100/B4EZjxD45CHEAY-/0/1756390985792/viseu_consultoria_empresarial_logo?e=1779321600&v=beta&t=FL8Si5rG_SJthYxUZM9PUXsCTHGCQNAXqi5xrsSNQMs;Produtos > Product Manager;https://www.linkedin.com/company/grupo-viseu/about/;IT;LinkedIn (Easy Apply);grupo viseu;1.0;https://www.linkedin.com/jobs/view/4406720226/;https://www.linkedin.com/jobs/view/4406720226/;On-site;TI/Tech, PMO;30/04/2026;Sorocaba;São Paulo;SP;Região Sudeste;Brasil;América do Sul
39;IMM Esporte e Entretenimento;Assistente de Projetos Incentivados (Esporte e Cultura);Rio de Janeiro (RJ);30/04 17:00;https://www.linkedin.com/jobs/view/4407627368/;https://media.licdn.com/dms/image/v2/D4D0BAQFfbMepuzOeNA/company-logo_100_100/B4DZi.ree9GsAQ-/0/1755545725640?e=1779321600&v=beta&t=srs8WJ9VQZH22_UxRQpUJcrLkTDa42OmqI2EZbFuahc;-;https://www.linkedin.com/company/imm-esporte-e-entretenimento/about/;IT;Vagas.com;imm esporte e entretenimento;1.0;https://www.linkedin.com/jobs/view/4407627368/;https://www.vagas.com.br/vagas/v2811753/assistente-de-projetos-incentivados-esporte-e-cultura?fnt=19&fntcompl=linkedin&utm_campaign=jobs&utm_content=Assistente+de+Projetos+Incentivados+%28Esporte+e+Cultura%29&utm_medium=xml&utm_source=linkedin;Hybrid;Associate;30/04/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
40;INDT - Instituto de Desenvolvimento Tecnológico;PMO (Governança e Projetos de TI);São Paulo (SP);29/04 22:00;https://www.linkedin.com/jobs/view/4407080780/;https://media.licdn.com/dms/image/v2/C4E0BAQHQRLvDq6Q_tg/company-logo_100_100/company-logo_100_100/0/1657033598474/indt_instituto_logo?e=1779321600&v=beta&t=b26dzG3NZVnH-dICguGSP3kd2Dptbv9O13llaoAn4Eo;Produtos > Product Manager;https://www.linkedin.com/company/indt-instituto-de-desenvolvimento-tecnol-gico/about/;IT;Quickin;indt - instituto de desenvolvimento tecnológico;1.0;https://www.linkedin.com/jobs/view/4407080780/;https://jobs.quickin.io/indt/jobs/69f1fb6f1a0dde00139a3245?src=LinkedIn%20Limited%20Listings;Remote;TI/Tech, PMO;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
41;INTERA | Talent Hacking;Project Manager Senior | Business Developer;São Paulo (SP);30/04 15:00;https://www.linkedin.com/jobs/view/4409029756/;https://media.licdn.com/dms/image/v2/D4D0BAQHZlMx892lWWg/company-logo_100_100/B4DZWGIrD.G4AQ-/0/1741712175756/byintera_logo?e=1779321600&v=beta&t=fI8zFVkptd3x2-VOap_0rtFjDtsR1W7tmLlyXTjjzQQ;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/intera-talent-hacking/about/;Marketing;Inhire;intera | talent hacking;1.0;https://www.linkedin.com/jobs/view/4409029756/;https://rpo-ebanx.inhire.app/vagas/ca2d8bd6-c730-414d-b0e9-010a82424eee/project-manager-senior-business-developer/?source=linkedin;Hybrid;Senior, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
42;Infinite Computer Solutions;Cloud Technical Project Manager - Telecom;América Latina;29/04 20:00;https://www.linkedin.com/jobs/view/4407088245/;https://media.licdn.com/dms/image/v2/D560BAQGvWrbRGuYPiA/company-logo_100_100/company-logo_100_100/0/1719258076092/infinite_computer_solutions_logo?e=1779321600&v=beta&t=OYjnztYaFWIMiri0LB0UlxF6Zqn9Y8cI_gbOLqK0ZmY;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/infinite-computer-solutions/about/;IT;LinkedIn (Easy Apply);infinite computer solutions;1.0;https://www.linkedin.com/jobs/view/4407088245/;https://www.linkedin.com/jobs/view/4407088245/;Remote;Liderança/Gerência, TI/Tech;30/04/2026;;;;;;América Latina
43;Itaú Cultural;Analista de Gestão de Projetos Culturais Sênior (PMO);São Paulo (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4385054840/;https://media.licdn.com/dms/image/v2/C4D0BAQFdRzoJq3MYRA/company-logo_100_100/company-logo_100_100/0/1663848836620/itaucultural_logo?e=1779321600&v=beta&t=RvqEAkhvto8ORhVb-f1GnwNG-Xs1Rv_KCG87W7GY5XE;Advanced > Specialist;https://www.linkedin.com/company/ita-cultural/about/;Finance;Gupy;itaú cultural;1.0;https://www.linkedin.com/jobs/view/4385054840/;https://itaucultural.gupy.io/jobs/11002037?jobBoardSource=linkedin;On-site;Senior, Associate, PMO;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
44;Jobgether;Project Manager | Digital Marketing Agency;Grande São Paulo (SP) ;30/04 05:00;https://www.linkedin.com/jobs/view/4407346548/;https://media.licdn.com/dms/image/v2/D4E0BAQF0wkBJGVGz4g/company-logo_100_100/B4EZm5iEh.HMAQ-/0/1759754340919/jobgether_logo?e=1779321600&v=beta&t=0J27tSntS9x6Pj-DQ627_OexTr6HLTq748tayC0yKFU;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/jobgether/about/;IT;LinkedIn (Easy Apply);jobgether;1.0;https://www.linkedin.com/jobs/view/4407346548/;https://www.linkedin.com/jobs/view/4407346548/;Remote;Liderança/Gerência, TI/Tech, Marketing/Mídia;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
45;Jobgether;Sr. Associate Project Manager;Grande São Paulo (SP) ;30/04 08:00;https://www.linkedin.com/jobs/view/4407364383/;https://media.licdn.com/dms/image/v2/D4E0BAQF0wkBJGVGz4g/company-logo_100_100/B4EZm5iEh.HMAQ-/0/1759754340919/jobgether_logo?e=1779321600&v=beta&t=0J27tSntS9x6Pj-DQ627_OexTr6HLTq748tayC0yKFU;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/jobgether/about/;Marketing;LinkedIn (Easy Apply);jobgether;1.0;https://www.linkedin.com/jobs/view/4407364383/;https://www.linkedin.com/jobs/view/4407364383/;Remote;Senior, Associate, Liderança/Gerência;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
46;Jobgether;Sr. Associate Project Manager;Grande São Paulo (SP) ;29/04 17:00;https://www.linkedin.com/jobs/view/4407309810/;https://media.licdn.com/dms/image/v2/D4E0BAQF0wkBJGVGz4g/company-logo_100_100/B4EZm5iEh.HMAQ-/0/1759754340919/jobgether_logo?e=1779321600&v=beta&t=0J27tSntS9x6Pj-DQ627_OexTr6HLTq748tayC0yKFU;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/jobgether/about/;Marketing;LinkedIn (Easy Apply);jobgether;1.0;https://www.linkedin.com/jobs/view/4407309810/;https://www.linkedin.com/jobs/view/4407309810/;Remote;Senior, Associate, Liderança/Gerência;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
47;KUKA;GERENTE DE PROJETOS;Diadema (SP);29/04 22:00;https://www.linkedin.com/jobs/view/4408585852/;https://media.licdn.com/dms/image/v2/C510BAQFpGzeBTpehSA/company-logo_100_100/company-logo_100_100/0/1631344628555?e=1779321600&v=beta&t=Fovbj9pJuU_Q03-YmSkqDKMMbveBxVUmvISmd-ZzrwY;Middle > Manager;https://www.linkedin.com/company/kuka/about/;Marketing;Solidês;kuka;1.0;https://www.linkedin.com/jobs/view/4408585852/;https://kuka.vagas.solides.com.br/vaga/837828?origem=linkedin;On-site;Mid, Liderança/Gerência;30/04/2026;Diadema;São Paulo;SP;Região Sudeste;Brasil;América do Sul
48;Kajae;Project Manager;América Latina;30/04 15:00;https://www.linkedin.com/jobs/view/4407614708/;https://media.licdn.com/dms/image/v2/C4D0BAQFCtsfO8QopMw/company-logo_100_100/company-logo_100_100/0/1631669821486/kajae_logo?e=1779321600&v=beta&t=AT8UpFNX_pRx4NtAF7Ev1wUYdwO8wf5HPFdqNDZgxnQ;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/kajae/about/;Marketing;LinkedIn (Easy Apply);kajae;1.0;https://www.linkedin.com/jobs/view/4407614708/;https://www.linkedin.com/jobs/view/4407614708/;Remote;Liderança/Gerência;30/04/2026;;;;;;América Latina
49;Kajae;Project Manager;América Latina;29/04 22:00;https://www.linkedin.com/jobs/view/4407090701/;https://media.licdn.com/dms/image/v2/C4D0BAQFCtsfO8QopMw/company-logo_100_100/company-logo_100_100/0/1631669821486/kajae_logo?e=1779321600&v=beta&t=AT8UpFNX_pRx4NtAF7Ev1wUYdwO8wf5HPFdqNDZgxnQ;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/kajae/about/;Marketing;LinkedIn (Easy Apply);kajae;1.0;https://www.linkedin.com/jobs/view/4407090701/;https://www.linkedin.com/jobs/view/4407090701/;Remote;Liderança/Gerência;30/04/2026;;;;;;América Latina
50;Kenvue;The Artwork Operations Lead / Supervisor;São José dos Campos (SP);30/04 16:00;https://www.linkedin.com/jobs/view/4407624033/;https://media.licdn.com/dms/image/v2/D4E0BAQHW9O0BorSSng/company-logo_100_100/company-logo_100_100/0/1693333629828/kenvue_logo?e=1779321600&v=beta&t=RRQMKhDcpAEZyIGBmcihrbGblwYltasVOhmX9vXHFhc;Middle > Manager;https://www.linkedin.com/company/kenvue/about/;IT;Workday;kenvue;1.0;https://www.linkedin.com/jobs/view/4407624033/;https://kenvue.wd5.myworkdayjobs.com/kenvue/job/Latin-America-Brazil-Sao-Paulo-Sao-Jose-dos-Campos/The-Artwork-Operations-Lead---Supervisor_2607045215W/apply?source=LinkedIn;Hybrid;Mid, Liderança/Gerência;30/04/2026;São José dos Campos;São Paulo;SP;Região Sudeste;Brasil;América do Sul
51;Kerry;Lider de Projetos II;Campinas (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4409062686/;https://media.licdn.com/dms/image/v2/C4E0BAQGJQ0UiChbjeA/company-logo_100_100/company-logo_100_100/0/1630654418697/kerry_logo?e=1779321600&v=beta&t=amnFsd3AeYiJtwd9W4innQhGtnfl-PhqlCneGf-PJKI;-;https://www.linkedin.com/company/kerry/about/;Marketing;career5.successfactors.eu;kerry;1.0;https://www.linkedin.com/jobs/view/4409062686/;https://jobs.kerry.com/gb/en/job/KGUKGRGLOBAL64579EXTERNALENGB/Lider-de-Projetos-II?utm_source=linkedin&utm_medium=phenom-feeds;On-site;Liderança/Gerência;30/04/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul
52;Kerry;Lider de Projetos II;Campinas (SP);30/04 14:00;https://www.linkedin.com/jobs/view/4409044104/;https://media.licdn.com/dms/image/v2/C4E0BAQGJQ0UiChbjeA/company-logo_100_100/company-logo_100_100/0/1630654418697/kerry_logo?e=1779321600&v=beta&t=amnFsd3AeYiJtwd9W4innQhGtnfl-PhqlCneGf-PJKI;-;https://www.linkedin.com/company/kerry/about/;Marketing;career5.successfactors.eu;kerry;1.0;https://www.linkedin.com/jobs/view/4409044104/;https://career5.successfactors.eu/sfcareer/jobreqcareerpvt?jobId=64579&company=kerryluxemP&st=860B0FF7DD171104E4AEA9FFF470BF300D425CEF;On-site;Liderança/Gerência;30/04/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul
53;LUZA Group;Scrum Master;São Paulo (SP);30/04 11:00;https://www.linkedin.com/jobs/view/4407399145/;https://media.licdn.com/dms/image/v2/D4D0BAQGj5q3yngKSXA/company-logo_100_100/B4DZufRcNDI4AQ-/0/1767903708459/luza_group_logo?e=1779321600&v=beta&t=D_W1w1Mk1XLe6CquCtR4LJ6BlKiidWdeKmpHHCafT9A;Agility > Scrum Master;https://www.linkedin.com/company/luza-group/about/;Other;www.careers-page.com;luza group;1.0;https://www.linkedin.com/jobs/view/4407399145/;https://www.careers-page.com/luza-group/job/5WR9667R?utm_medium=free_job_board&utm_source=linkedin;On-site;Scrum/Agile;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
54;MJV Technology & Innovation;Analista PMO Pleno (Vaga Afirmativa para Mulheres);São Paulo (SP);29/04 21:00;https://www.linkedin.com/jobs/view/4407606805/;https://media.licdn.com/dms/image/v2/D4D0BAQGlEIHzx81JxQ/company-logo_100_100/B4DZd_pzPSGkAU-/0/1750193354321/mjv_tech_and_innovation_logo?e=1779321600&v=beta&t=VM1oifIhwZyinj55PBDtQCX_vvKr0AxIBwUxYGxDZNw;Produtos > Product Manager;https://www.linkedin.com/company/mjv-technology-innovation/about/;IT;Inhire;mjv technology & innovation;1.0;https://www.linkedin.com/jobs/view/4407606805/;https://mjv.inhire.app/vagas/2530a96e-1811-4b22-a9cf-7f6368b810c1/analista-pmo-pleno-vaga-afirmativa-para-mulheres?source=linkedin;Hybrid;PCD / Afirmativa, Mid, Associate, PMO;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
55;MSX International;Supervisor de Projetos;São Caetano do Sul (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4368383571/;https://media.licdn.com/dms/image/v2/D4E0BAQEsI7oqZ-TLFw/company-logo_100_100/company-logo_100_100/0/1688638229966/msx_international_logo?e=1779321600&v=beta&t=VPxe2pJPeyV8sr-jdcI7Dm_GqUdcbJjfrXfOk3iFeTk;Middle > Manager;https://www.linkedin.com/company/msx-international/about/;IT;Smartrecruiters;msx international;3.0;https://www.linkedin.com/jobs/view/4368383571/;https://jobs.smartrecruiters.com/MSXInternational/3743990011468001-supervisor-de-projetos?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73;Hybrid;Mid, Liderança/Gerência;30/04/2026;São Caetano do Sul;São Paulo;SP;Região Sudeste;Brasil;América do Sul
56;Meta;Analista de PMO (SAP) Sênior;Contagem (MG);30/04 13:00;https://www.linkedin.com/jobs/view/4406493751/;https://media.licdn.com/dms/image/v2/C4D0BAQHXTqaueX7X5A/company-logo_100_100/company-logo_100_100/0/1675356313243/metaoficial_logo?e=1779321600&v=beta&t=qeN3KQ1LlRzvStwGPdol-sPz8RM6IxxR4ZNOAtJ74tA;Produtos > Product Manager;https://www.linkedin.com/company/meta/about/;Other;recrut.ai;meta;2.0;https://www.linkedin.com/jobs/view/4406493751/;https://meta.jobs.recrut.ai/vagas/job/M6AFS9?source=linkedin;Hybrid;Senior, Associate, SAP, PMO;30/04/2026;Contagem;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul
57;Mirae Asset Wealth Management (Brazil) C.C.T.V.M. Ltda;Jovem Aprendiz - Projetos;Grande São Paulo (SP) ;30/04 10:00;https://www.linkedin.com/jobs/view/4407382333/;https://media.licdn.com/dms/image/v2/D4D0BAQGltIy03AOh7A/company-logo_100_100/company-logo_100_100/0/1721049620922/miraeassetbrasil_logo?e=1779321600&v=beta&t=h8VsLS6k_eD6vHX04LFaD5ia3otB5llzgAoYbUQ-dD8;-;https://www.linkedin.com/company/mirae-asset-wealth-management-brazil-c-c-t-v-m-ltda/about/;Marketing;LinkedIn (Easy Apply);mirae asset wealth management (brazil) c.c.t.v.m. ltda;1.0;https://www.linkedin.com/jobs/view/4407382333/;https://www.linkedin.com/jobs/view/4407382333/;On-site;Intern;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
58;Motiva;MOTIVA l ANALISTA IMPLANTAÇÃO E MOBILIZAÇÃO NOVOS NEGÓCIOS SENIOR;Jundiaí (SP);30/04 15:00;https://www.linkedin.com/jobs/view/4407601848/;https://media.licdn.com/dms/image/v2/D4D0BAQH9S4HCEl9oBQ/company-logo_100_100/B4DZZoy1E6GgAQ-/0/1745514877690/motivamobilidade_logo?e=1779321600&v=beta&t=KXbMqmVLE2p7kDYasc6HpAGHLHwF5-Vg5_a2CcHFwXA;Advanced > Specialist;https://www.linkedin.com/company/motiva/about/;IT;Gupy;motiva;1.0;https://www.linkedin.com/jobs/view/4407601848/;https://motiva.gupy.io/jobs/11215454?jobBoardSource=linkedin;On-site;Senior, Associate, Implementação;30/04/2026;Jundiaí;São Paulo;SP;Região Sudeste;Brasil;América do Sul
59;Nfq Advisory, Solutions, Outsourcing;Junior/Senior Markets PM;São Paulo (SP);30/04 12:00;https://www.linkedin.com/jobs/view/4409019348/;https://media.licdn.com/dms/image/v2/D4D0BAQHZu8t21Vva-w/company-logo_100_100/B4DZoHaTrDKQAQ-/0/1761060928543/nfq_advisory_logo?e=1779321600&v=beta&t=bbUD1DNPtRaQZt_396kV-cCZgsFBojlu1dtMduRl5OQ;Produtos > Product Manager;https://www.linkedin.com/company/nfq-advisory-solutions-outsourcing/about/;IT;LinkedIn (Easy Apply);nfq advisory, solutions, outsourcing;1.0;https://www.linkedin.com/jobs/view/4409019348/;https://www.linkedin.com/jobs/view/4409019348/;Hybrid;Senior, Junior, Product Owner/Product Manager;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
60;Onzze;Analista de Projetos (PM);São Paulo (SP);30/04 10:00;https://www.linkedin.com/jobs/view/4407390210/;https://media.licdn.com/dms/image/v2/C4D0BAQGHBWzZPQ5KdA/company-logo_100_100/company-logo_100_100/0/1636417779827/onzze_rh_logo?e=1779321600&v=beta&t=aj08oM3ghspY0ZdWUKZEAvVy5oJgiadrdIY02R7zJXM;Advanced > Specialist;https://www.linkedin.com/company/onzze/about/;Marketing;Quickin;onzze;1.0;https://www.linkedin.com/jobs/view/4407390210/;https://jobs.quickin.io/onzze/jobs/69e3d8656caa9300135126fb;Hybrid;Associate, Product Owner/Product Manager;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
61;Operate Talent;Falante de árabe, Gerente de Projetos – Comércio Internacional (Equipamentos de Energia);Grande São Paulo (SP) ;30/04 06:00;https://www.linkedin.com/jobs/view/4408769015/;https://media.licdn.com/dms/image/v2/D4E0BAQEJaV48Nkm1TQ/company-logo_100_100/company-logo_100_100/0/1729866061008/operatetalent_logo?e=1779321600&v=beta&t=UpaIZzD9k2uWhU6-GeUDIiqg3cLH2kVxwqQwmqz-riQ;Middle > Manager;https://www.linkedin.com/company/operate-talent/about/;Energy;LinkedIn (Easy Apply);operate talent;1.0;https://www.linkedin.com/jobs/view/4408769015/;https://www.linkedin.com/jobs/view/4408769015/;On-site;Mid, Intern, Liderança/Gerência;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
62;PKC Group;Coordenador de projetos;Campo Alegre (SC);30/04 16:00;https://www.linkedin.com/jobs/view/4409050628/;https://media.licdn.com/dms/image/v2/C4E0BAQGUaJaybRVkRg/company-logo_100_100/company-logo_100_100/0/1630596138468/pkc_group_oyj_logo?e=1779321600&v=beta&t=2lGftA8fVc18j98aAAZaXNWsAMVIsxBxDamhI7jwoew;Middle > Manager;https://www.linkedin.com/company/pkc-group/about/;Marketing;LinkedIn (Easy Apply);pkc group;1.0;https://www.linkedin.com/jobs/view/4409050628/;https://www.linkedin.com/jobs/view/4409050628/;On-site;Mid, Liderança/Gerência;30/04/2026;Campo Alegre;Santa Catarina;SC;Região Sul;Brasil;América do Sul
63;Pedrinho Bancos;Assistente de PCP Júnior;Grande São Paulo (SP) ;30/04 05:00;https://www.linkedin.com/jobs/view/4408734798/;https://media.licdn.com/dms/image/v2/D4D0BAQFHVZoKray__w/company-logo_100_100/company-logo_100_100/0/1719421938579/pedrinho_bancos_logo?e=1779321600&v=beta&t=CVsyK-Ufc84Gw1mlKXW1dV_zZtmlZMZ_Drs23A_Plm4;-;https://www.linkedin.com/company/pedrinho-bancos/about/;Finance;Catho;pedrinho bancos;1.0;https://www.linkedin.com/jobs/view/4408734798/;https://www.catho.com.br/vagas/linkedin/36384668;On-site;Junior, Associate, PCP;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
64;Petlove;Coordenação de PCP;Brasil;30/04 12:00;https://www.linkedin.com/jobs/view/4406119907/;https://media.licdn.com/dms/image/v2/C4D0BAQE-wzElwpXqaQ/company-logo_100_100/company-logo_100_100/0/1654087809455/petlovebr_logo?e=1779321600&v=beta&t=_EQp7TBiPbH0nTI7mFzBRv_y13etG8M3cGYvJNAqEcQ;-;https://www.linkedin.com/company/petlove/about/;Pet;recrut.ai;petlove;1.0;https://www.linkedin.com/jobs/view/4406119907/;https://petlove.jobs.recrut.ai/job/SQS3H8?source=linkedin;On-site;Mid, PCP;30/04/2026;;;;;Brasil;América do Sul
65;PremierSoft;Gerente de Delivery | Presencial | Blumenau/SC;Blumenau (SC);29/04 21:00;https://www.linkedin.com/jobs/view/4407610772/;https://media.licdn.com/dms/image/v2/D4D0BAQE4jWQOYWDYZw/company-logo_100_100/company-logo_100_100/0/1687953781245/premiersoft_logo?e=1779321600&v=beta&t=vvkDW78lEPWf2bkRVyUVkgInlRCiilS7TYQO8g_jklw;Middle > Manager;https://www.linkedin.com/company/premiersoft/about/;Marketing;Inhire;premiersoft;1.0;https://www.linkedin.com/jobs/view/4407610772/;https://premiersoft.inhire.app/vagas/c030a7c6-a86b-40f3-abb0-6f68e9e39755/gerente-de-delivery-or-presencial-or-blumenausc?source=linkedin;On-site;Mid, Liderança/Gerência, Delivery/SDM;30/04/2026;Blumenau;Santa Catarina;SC;Região Geográfica Intermediária de Blumenau;Brasil;América do Sul
66;Progás & Braesi;Programador de PCP;Caxias do Sul (RS);29/04 20:00;https://www.linkedin.com/jobs/view/4407097252/;https://media.licdn.com/dms/image/v2/D4D0BAQGZL7g_hF09Cw/company-logo_100_100/company-logo_100_100/0/1736857358469/progasebraesi_logo?e=1779321600&v=beta&t=f82Q-lPcGPRSYSh2C51jr5Z71gUeVcAHw5B63hvn0VE;-;https://www.linkedin.com/company/prog-s-braesi/about/;Marketing;progas.kretos.cc;progás & braesi;1.0;https://www.linkedin.com/jobs/view/4407097252/;https://progas.kretos.cc/Vaga/programador-de-pcp/127865;On-site;PCP;30/04/2026;Caxias do Sul;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul
67;RES;Gerente de Projetos – O&M Eólico;Grande São Paulo (SP) ;29/04 23:00;https://www.linkedin.com/jobs/view/4407301877/;https://media.licdn.com/dms/image/v2/D4E0BAQEjMjMGA1ZNBg/company-logo_100_100/company-logo_100_100/0/1719818559935/res_group_logo?e=1779321600&v=beta&t=wEb_89lpURJPoXrJUTwHXSpoParowYYx36cHDWkTo-k;Middle > Manager;https://www.linkedin.com/company/res/about/;Marketing;LinkedIn (Easy Apply);res;1.0;https://www.linkedin.com/jobs/view/4407301877/;https://www.linkedin.com/jobs/view/4407301877/;On-site;Mid, Liderança/Gerência, Sustentação/O&M;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
68;Rare;Senior Associate, M&E Program Implementation;Belém (PA);30/04 10:00;https://www.linkedin.com/jobs/view/4406661032/;https://media.licdn.com/dms/image/v2/C560BAQF1_OAo9wzG9w/company-logo_100_100/company-logo_100_100/0/1631335173885?e=1779321600&v=beta&t=y99v-2WUtfALG8MSa_TjMXXRkKhBIVKT0hr3zpZICLk;-;https://www.linkedin.com/company/rare/about/;IT;iCIMS;rare;1.0;https://www.linkedin.com/jobs/view/4406661032/;https://careers-rare.icims.com/jobs/1754/senior-associate%2c-m%26e-program-implementation/job?mode=view;Hybrid;Senior, Associate;30/04/2026;Belém;Pará;PA;Região Norte;Brasil;América do Sul
69;SANDECH;ENGENHEIRO DE PLANEJAMENTO DE PROJETOS - VITÓRIA/ES;Vitória (ES);29/04 22:00;https://www.linkedin.com/jobs/view/4408592737/;https://media.licdn.com/dms/image/v2/D4D0BAQHxgTPXI-gZEg/company-logo_100_100/company-logo_100_100/0/1665767943869/sandech_logo?e=1779321600&v=beta&t=6NZawqeSJVb2smfdHlBc0dJnfHCOyh6W5U3NyUZNhms;-;https://www.linkedin.com/company/sandech/about/;IT;Solidês;sandech;1.0;https://www.linkedin.com/jobs/view/4408592737/;https://sandech.vagas.solides.com.br/vaga/731045?origem=linkedin;Remote;-;30/04/2026;Vitoria-Gasteiz;Euskadi;PV;;España;
70;SAP;Customer Onboarding Consultant - ATLAS;Brasil;29/04 17:00;https://www.linkedin.com/jobs/view/4397289189/;https://media.licdn.com/dms/image/v2/D560BAQGmwwo0aq4jVA/company-logo_100_100/company-logo_100_100/0/1723034255614/sap_logo?e=1779321600&v=beta&t=RGUI5_Hjqp7z5hlDMvRNyQsmfUC7zvkAv-tndFLmU1U;Advanced > Specialist;https://www.linkedin.com/company/sap/about/;Other;jobs.sap.com;sap;5.0;https://www.linkedin.com/jobs/view/4397289189/;https://jobs.sap.com/job/Sao-Paulo-Customer-Onboarding-Consultant-ATLAS-04795-100/1382315233/?feedId=384233&utm_campaign=SAPECSCareers&utm_source=LinkedinJobPostings;Hybrid;Consultor;30/04/2026;;;;;Brasil;América do Sul
71;SailPoint;Partner Delivery Manager;Brasil;29/04 17:00;https://www.linkedin.com/jobs/view/4387485469/;https://media.licdn.com/dms/image/v2/C560BAQG-Yot1vk7SoQ/company-logo_100_100/company-logo_100_100/0/1658322132985/sailpoint_technologies_logo?e=1779321600&v=beta&t=wiPZi4ZJSyefJVvz3yTRVa2tUUDyTlVQAdjFh7-o5Qw;Operations > Delivery Manager;https://www.linkedin.com/company/sailpoint/about/;Other;Workday;sailpoint;1.0;https://www.linkedin.com/jobs/view/4387485469/;https://sailpoint.wd1.myworkdayjobs.com/SailPoint/job/Remote-Brazil/Partner-Delivery-Manager_R012896?source=LinkedIn;Remote;Liderança/Gerência, Delivery/SDM;30/04/2026;;;;;Brasil;América do Sul
